household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999964.3502012372,1000001.7339999999,999997.3943412123,1000060.25,999909.2961194284,1000001.199,999998.1901157483,1000000.3099999999,999999.5320277503,1000000.14,999999.7886539522,1000000.291,999999.5606956977,1000000.173,999999.738828179,1000000.0650000001,999999.9018709274,10990000.18,10989999.728255743,1.0064681538186426
1000041.75,999937.1612121726,1000003.447,999994.8046826776,1000002.3189999999,999996.4893671667,1000000.2899999999,999999.5608570983,1000000.541,999999.1810289947,1000000.321,999999.5140620534,1000119.75,999819.1819285934,10990000.405000001,10989999.386542639,1000000.6610000001,999998.9989936538,1000000.2000000001,999999.696845631,1.0124932500484485
1000056.25,999915.1301090682,1000180.25,999727.0254033309,1000005.173,999992.1804232282,1000003.5,999994.6855826529,1000001.01,999998.4659201839,1000000.35,999999.4692096692,1000000.793,999998.7961059324,1000000.471,999999.2849376482,1000000.265,999999.5975575477,10990000.620000001,10989999.058125203,1.0183582179896649
1000073.5,999888.7667319591,1000239.5,999636.2351014313,1000004.484,999993.1738243295,1000006.904,999989.5327850264,1000001.35,999997.9435369946,1000000.4500000001,999999.3155648215,1000001.0210000001,999998.4457918016,1000000.635,999999.032953584,1000000.385,999999.4131769933,10990001.010000002,10989998.458878389,1.0243709762545166
1000087.75,999866.86162493,1000008.5929999999,999986.9347085288,1000299.5,999543.7711400834,1000005.3759999999,999991.795556253,1000002.643,999995.9455125957,1000001.2999999999,999998.0019847808,1000001.473,999997.747241112,1000000.6,999999.0295191477,1000000.4700000001,999999.2818095821,10990001.475,10989997.662931865,1.030373640706641
1000103,999843.2812457097,1000362.25,999446.4857556334,1000006.267,999990.410366094,1000010.527,999983.9420934299,1000003.1499999999,999995.1572643946,1000001.5099999999,999997.6754822152,1000001.173,999997.8206613206,1000000.296,999999.2395847178,1000000.5449999999,999999.1652032622,10990001.095,10989997.847773844,1.0364866950461429
1000126.25,999807.1090016444,1000010.739,999983.6119288269,1000432.2499999999,999337.2428441452,1000003.51,999994.593687195,1000007.213,999988.9294870669,1000001.68,999997.4093430392,999999.828,999998.7564792898,999998.8679999999,1000000.2330840843,1000000.67,999998.9695374633,10989999.77,10989998.769558165,1.043487959800761
1000150,999769.908697015,1000520.0000000001,999199.2986102311,1000010.747,999983.5993852606,1000008.104,999987.5234462519,1000003.968,999993.870903485,1000001.8999999999,999997.0621452063,999998.144,999999.9288581492,999995.4199999999,1000002.6512017129,1000000.73,999998.8748702469,10989997.38,10990000.445444074,1.0517355503822587
1000174.625,999731.0319652624,1000616.75,999045.9531859603,1000010.773,999983.5582938839,1000004.701,999992.7041502871,1000009.0040000001,999986.0909575096,1000002.36,999996.3299067518,999995.878,1000001.5319608471,999990.273,1000006.2918758186,1000000.865,999998.6600485996,10989994.305,10990002.620062746,1.0606909591926932
1000206.5,999680.2698871123,1000727.7499999999,998868.3544420222,1000010.237,999984.1086339852,1000005.53,999991.3712436263,1000002.77,999995.6706571716,1000010.857,999983.4243361158,999993.448,1000003.2514964461,999983.727,1000010.9687790698,1000000.9299999999,999998.5555783419,10989992.515,10990003.809378816,1.0713991396313227
1000240.53,999625.5252279821,1000011.249,999982.7927860898,1000819,998720.9414295084,1000011.902,999981.4081414802,1000006.6479999999,999989.5577500274,1000003.01,999995.28133473,999990.7220000001,1000005.2167683344,999976.253,1000016.3558122675,10989989.34,10990006.097177189,1000001.05,999998.3610142239,1.0807448746191675
1000276.2799999999,999567.5088979325,1000011.728,999982.0142422976,1000911,998570.9974867442,1000013.298,999979.1238157442,1000007.112,999988.798433986,1000003.22,999994.9376697836,999971.335,1000019.9321482015,999988.647,1000006.7168452335,1000001.13,999998.2301388888,10989987.085,10990007.736686898,1.0905075446412285
1000308.28,999515.1148618802,1000011.739,999981.9962071248,1001026.75,998380.5648949343,1000007.5,999988.156855942,1000014.679,999976.8404220449,1000003.48,999994.5077359016,999986.824,1000008.0363788485,999965.632,1000024.1226413914,1000001.215,999998.0896351319,10989984.805,10990009.411642635,1.101867115727459
1000340.286,999462.1650520505,1000007.888,999987.5060481351,1000004.0800000001,999993.5012974974,1000011.767,999981.9498213045,1001197.25,998096.6717102072,1000015.754,999975.0373851906,999985.5179999999,1000008.9643523713,1000001.335,999997.8884095828,999960.2779999999,1000028.1135189676,10989982.870000001,10990010.85371115,1.1178153898089103
1000368.2799999999,999415.187783723,1000008.26,999986.8748816464,1000011.907,999981.7146036652,1000016.839,999973.1965880658,1001331.75,997869.786251615,1000004.6,999992.6189941757,999984.4280000001,1000009.6930075488,999955.346,1000031.8322854857,1000001.4,999997.7781527207,10989981.315,10990012.025981948,1.130752906982281
1000395.03,999369.7801739041,1001487.7500000001,997603.4397302447,1000012.017,999981.5276682844,1000018.3879999999,999970.5342919553,1000008.709,999986.1031158521,999983.292,1000010.5513262142,1000005.25,999991.5016957148,999950.87,1000035.251382728,1000001.5399999999,999997.5375654801,10989980.33,10990012.778284151,1.1456023831710491
1000412.53,999339.6924147479,1000012.138,999981.319478339,1000009.073,999985.4700409467,1001636.25,997346.7962266017,1000019.354,999968.8542951522,1000006.03,999990.1450542385,999982.5920000001,1000011.0924470054,999947.658,1000037.7341403498,1000001.605,999997.4245308926,10989980.015,10990012.992759319,1.1593141575920427
1000433.03,999304.0216707152,1000012.6510000001,999980.4260556163,1001786.25,997084.3803344887,1000020.851,999966.2187389659,1000011.971,999980.3671794629,999982.652,1000010.9818912963,1000006.23,999989.7928449668,999947.2670000001,1000038.040172604,1000001.735,999997.1955956822,10989980.56,10990012.032971596,1.1740791006961901
1000456.53,999262.6062703641,1000013.404,999979.0976625057,1001930.4500000001,996828.8818302468,1000013.638,999977.3953149592,1000021.874,999964.3951423459,1000006.56,999989.204486655,999982.968,1000010.418480536,999947.308,1000037.9383451042,1000001.81,999997.0618722377,10989981.245,10990010.811601907,1.1887149893016213
1000014.8920000001,999976.4405701455,1000476.28,999227.3697359433,1000022.946,999962.4643754072,1000014.991,999974.9582343644,1002049,996616.4213875696,999984.123,1000008.3378251985,1000006.7699999999,999988.826202105,999947.4859999999,1000037.6176728554,1000001.9099999999,999996.8817174125,10989981.985000001,10990009.478421042,1.2011008637115397
