household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999970.2418243327,1000060.25,999923.7936215828,1000001.199,999998.4717564294,1000001.7339999999,999997.8204956666,1000000.3099999999,999999.6048023757,1000000.14,999999.8215141558,1000000.291,999999.6289869829,1000000.0650000001,999999.9171208374,1000000.173,999999.7794201799,10990000.18,10989999.770482423,1.0201012736431172
1000041.75,999947.2477885647,1000003.447,999995.6268737392,1000119.75,999847.121853422,1000002.3189999999,999997.0174408023,1000000.6610000001,999999.1489490704,1000000.2899999999,999999.6266933846,1000000.541,999999.3042712471,1000000.2000000001,999999.7417604183,1000000.321,999999.5871794596,10990000.405000001,10989999.47820335,1.0392442101088253
1000056.25,999928.3836621251,1000180.25,999767.7470546614,1000005.173,999993.376850261,1000003.5,999995.4557894259,1000000.35,999999.5473357311,1000001.01,999998.6873755405,1000000.793,999998.970957926,1000000.471,999999.3887692125,1000000.265,999999.6557804183,10990000.620000001,10989999.193799326,1.0582766991468397
1000073.5,999905.524132483,1000006.904,999991.0774558965,1000239.5,999688.5419196693,1000004.484,999994.1301762968,1000001.35,999998.2292641315,1000000.4500000001,999999.4125897675,1000001.0210000001,999998.6637259155,1000000.635,999999.1677675067,1000000.385,999999.4940664187,10990001.010000002,10989998.668199483,1.0782078786181384
1000087.75,999886.2902131992,1000008.5929999999,999988.7931255528,1000299.5,999606.86810942,1000005.3759999999,999992.9063540176,1000002.643,999996.4548253075,1000001.2999999999,999998.2457987318,1000001.473,999998.0431696513,1000000.6,999999.1827056365,1000000.4700000001,999999.377361574,10990001.475,10989997.985228231,1.0985351730798996
1000103,999865.3160362171,1000362.25,999519.7826121588,1000010.527,999986.1273536389,1000006.267,999991.659494596,1000003.1499999999,999995.7452119869,1000001.5099999999,999997.951849975,1000001.173,999998.233817489,1000000.296,999999.4550292466,1000000.5449999999,999999.2723873813,10990001.095,10989998.280269733,1.1196599959158653
1000126.25,999832.6961702703,1000432.2499999999,999420.5341219605,1000007.213,999990.3056230594,1000010.739,999985.828998739,1000003.51,999995.2299121968,1000001.68,999997.7084979393,999999.828,999999.4659246821,999998.8679999999,1000000.7628243162,1000000.67,999999.0935404729,10989999.77,10989999.49345074,1.1443493884762992
1000150,999798.6374207177,1000010.747,999985.817490058,1000520.0000000001,999293.108033871,1000008.104,999988.9963851812,1000003.968,999994.5568120624,1000001.8999999999,999997.3851471968,999998.144,1000001.0445178483,999995.4199999999,1000004.0042892225,1000000.73,999999.0054381638,10989997.38,10990001.739029251,1.174164363648522
1000616.75,999148.7548656388,1000174.625,999762.3993611581,1000010.773,999985.7791016576,1000009.0040000001,999987.6357649456,1000004.701,999993.448438443,1000002.36,999996.6894743224,999995.878,1000003.2374673488,1000000.865,999998.8015536552,999990.273,1000008.9819045413,10989994.305,10990004.710472079,1.207499880572373
