household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999970.3125,1000001.7339999999,999997.8325,1000060.25,999924.6875,1000001.199,999998.50125,1000000.3099999999,999999.6125,1000000.14,999999.8250000001,1000000.291,999999.63625,1000000.173,999999.78375,1000000.0650000001,999999.9187500001,10990000.18,10989999.775,1.0199968563065756
1000041.75,999947.8125,1000119.75,999850.3125,1000003.447,999995.69125,1000000.6610000001,999999.17375,1000002.3189999999,999997.1012500001,1000000.2899999999,999999.6375000001,1000000.541,999999.32375,1000000.321,999999.59875,1000000.2000000001,999999.75,10990000.405000001,10989999.49375,1.0388379173161881
1000056.25,999929.6875,1000180.25,999774.6875,1000005.173,999993.53375,1000003.5,999995.625,1000001.01,999998.7375,1000000.35,999999.5625,1000000.793,999999.0087499999,1000000.471,999999.41125,1000000.265,999999.66875,10990000.620000001,10989999.225,1.0573803971934872
1000073.5,999908.125,1000239.5,999700.625,1000006.904,999991.37,1000004.484,999994.3949999999,1000001.35,999998.3125,1000000.4500000001,999999.4375,1000000.635,999999.2062499999,1000001.0210000001,999998.72375,1000000.385,999999.51875,10990001.010000002,10989998.737499999,1.0766007711285592
1000087.75,999890.3125,1000299.5,999625.625,1000008.5929999999,999989.2587499999,1000005.3759999999,999993.28,1000002.643,999996.69625,1000001.2999999999,999998.375,1000001.473,999998.15875,1000000.6,999999.21985,1000000.4700000001,999999.4125,10990001.475,10989998.11575,1.0960007225659536
1000103,999871.25,1000010.527,999986.8412499999,1000362.25,999547.1875000001,1000006.267,999992.16625,1000003.1499999999,999996.0625,1000001.5099999999,999998.1124999999,1000001.173,999998.329,1000000.296,999999.46305,1000000.5449999999,999999.31875,10990001.095,10989998.37925,1.115949660085548
1000126.25,999842.1875,1000010.739,999986.5762499999,1000007.213,999990.98375,1000432.2499999999,999459.6875,1000001.68,999997.9,1000003.51,999995.6124999999,999999.828,999999.405,999998.8679999999,1000000.60545,1000000.67,999999.1625,10989999.77,10989999.439250002,1.1389943139677565
1000010.747,999986.5662499999,1000150,999812.5,1000520.0000000001,999350,1000008.104,999989.87,1000003.968,999995.0399999999,1000001.8999999999,999997.625,999998.144,1000000.7477,999995.4199999999,1000003.36385,1000000.73,999999.0874999999,10989997.38,10990001.35125,1.166449094319741
1000174.625,999781.71875,1000004.701,999994.1237499999,1000010.773,999986.5337500001,1000616.75,999229.0625,1000002.36,999997.0499999999,999995.878,1000002.5605,999990.273,1000007.48145,1000009.0040000001,999988.745,1000000.865,999998.9187500001,10989994.305,10990003.811250001,1.1966778965326323
1000206.5,999741.875,1000010.237,999987.20375,1000727.7499999999,999090.3125,1000010.857,999986.42875,1000005.53,999993.0875,1000002.77,999996.5375,999993.448,1000004.49595,1000000.9299999999,999998.8375,10989992.515,10990005.19825,999983.727,1000012.71825,1.2335793861634619
1000240.53,999699.3375,1000011.249,999985.9387500001,1000819,998976.25,1000011.902,999985.1224999999,1000003.01,999996.2374999999,1000006.6479999999,999991.6900000001,999990.7220000001,1000006.6767500001,999976.253,1000018.69745,1000001.05,999998.6875,10989989.34,10990007.73825,1.266284802200955
1000276.2799999999,999654.6499999999,1000911,998861.25,1000011.728,999985.34,1000013.298,999983.3775000001,1000007.112,999991.11,1000003.22,999995.9750000001,999988.647,1000008.33225,999971.335,1000022.63185,1000001.13,999998.5875,10989987.085,10990009.54225,1.301278620345185
1000308.28,999614.65,1000007.5,999990.625,1000011.739,999985.32625,1000003.48,999995.65,999986.824,1000009.7807499999,1000014.679,999981.65125,1001026.75,998716.5625,999965.632,1000027.19425,1000001.215,999998.4812500001,10989984.805,10990011.366249999,1.342914441272141
1000011.767,999985.29125,1001197.25,998503.4375,1000340.286,999574.6425,1000015.754,999980.3075,999985.5179999999,1000010.8035,1000007.888,999990.1399999999,1000004.0800000001,999994.9,999960.2779999999,1000031.47745,1000001.335,999998.33125,10989982.870000001,10990012.91425,1.4032487088739445
1000368.2799999999,999539.65,1000016.839,999978.95125,1000011.907,999985.1162500001,1001331.75,998335.3124999999,1000008.26,999989.675,1000004.6,999994.25,999984.4280000001,1000011.63095,999955.346,1000035.42305,1000001.4,999998.2500000001,10989981.315,10990014.158249998,1.4536665616986817
1000395.03,999506.2125,1000012.017,999984.97875,1001487.7500000001,998140.3125,1000018.3879999999,999977.015,1000008.709,999989.11375,999950.87,1000039.00385,1000005.25,999993.4375,999983.292,1000012.5352500001,1000001.5399999999,999998.075,10989980.33,10990014.946250001,1.513379429297481
1000412.53,999484.3375,1000019.354,999975.8075,1000009.073,999988.65875,1000006.03,999992.4625,999982.5920000001,1000013.09525,1001636.25,997954.6875,1000012.138,999984.8275,999947.658,1000041.5734499999,1000001.605,999997.99375,10989980.015,10990015.18475,1.5703435861602155
1000433.03,999458.7125,1001786.25,997767.1875,1000012.6510000001,999984.18625,1000020.851,999973.93625,1000011.971,999985.03625,1000006.23,999992.2125,999982.652,1000013.018,1000001.735,999997.83125,999947.2670000001,1000041.88625,10989980.56,10990014.5035,1.633850789126961
1000456.53,999429.3375,1000013.404,999983.245,1000021.874,999972.6575000001,1001930.4500000001,997586.9375,1000013.638,999982.9525,1000006.56,999991.7999999999,999982.968,1000012.623,999947.308,1000041.82195,1000001.81,999997.7375,10989981.245,10990013.64725,1.6989636866476685
1000476.28,999404.65,1002049,997438.75,1000014.8920000001,999981.3849999999,1000022.946,999971.3175,1000014.991,999981.2612500001,999947.4859999999,1000041.59945,999984.123,1000011.1792499999,1000006.7699999999,999991.5375000001,1000001.9099999999,999997.6125,10989981.985000001,10990012.72225,1.755821037260969
1000493.78,999382.775,1002116.25,997354.6875,1000017.081,999978.6487499999,1000024.075,999969.9062499999,1000015.645,999980.4437500001,1000006.93,999991.3374999999,999984.8380000001,1000010.2855,999947.6440000001,1000041.40195,1000002.015,999997.4812500001,10989982.7,10990011.828499999,1.7925669809943032
1000513.5299999999,999358.0875,1002181.25,997273.4375,1000020.622,999974.2225,1000025.235,999968.45625,1000016.1699999999,999979.7875,1000007.07,999991.1625,999985.223,1000009.80425,999947.803,1000041.2032,1000002.1050000001,999997.3687499999,10989983.360000001,10990011.0035,1.8305739547984916
1000533.78,999332.775,1000023.247,999970.9412499999,1002247,997191.25,1000026.4630000001,999966.92125,1000016.513,999979.35875,1000007.21,999990.9874999999,999985.5229999999,1000009.42925,999947.982,1000040.97945,1000002.215,999997.23125,10989983.805,10990010.44725,1.8695252192627387
1000554.78,999306.5249999999,1000027.565,999965.54375,1002312.25,997109.6875,1000025.0889999999,999968.63875,1000016.83,999978.9624999999,1000007.31,999990.8625,999985.822,1000009.0555,999948.13,1000040.7944499999,1000002.3,999997.125,10989984.025,10990010.172249999,1.9090282527821647
1000576.78,999279.025,1000026.758,999966.5525000001,1002370.25,997037.1875,1000017.1290000001,999978.58875,999986.093,1000008.7167499999,1000028.7230000001,999964.09625,1000007.37,999990.7875,999948.314,1000040.56445,10989984.28,10990009.8535,1000002.395,999997.00625,1.946653522706195
1000595.03,999256.2125,1000028.4550000001,999964.4312499999,1002429,996963.75,1000029.815,999962.7312500001,1000017.462,999978.1725,999986.343,1000008.40425,1000007.46,999990.675,999948.4650000001,1000040.3757,1000002.495,999996.88125,10989984.540000001,10990009.528500002,1.9837852167607353
1000610.53,999236.8375,1000030.154,999962.3075000001,1002486,996892.5,1000031.014,999961.2325,1000017.777,999977.77875,1000007.61,999990.4875,999986.582,1000008.1055,999948.642,1000040.1544499999,1000002.58,999996.775,10989984.75,10990009.266,2.019702086966435
1000626.53,999216.8375,1000031.814,999960.2325,1002544.25,996819.6875,1000031.9709999999,999960.03625,1000018.11,999977.3624999999,999986.8779999999,1000007.7355000001,1000007.7899999999,999990.2625000001,1000002.685,999996.64375,10989984.975000001,10990008.98475,999948.795,1000039.9632,2.057194615124375
1000643.2799999999,999195.9,1002602,996747.5,1000033.198,999958.5025,1000032.92,999958.8500000001,1000018.5580000001,999976.8025,1000008.0099999999,999989.9874999999,999987.203,1000007.32925,999948.881,1000039.8511999999,1000002.77,999996.5375,10989985.795,10990007.95975,2.0958843527570408
