household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.25,1000001.7339999999,999998.266,1000060.25,999939.7499999999,1000001.199,999998.801,1000000.3099999999,999999.69,1000000.14,999999.8600000001,1000000.291,999999.7089999999,1000000.173,999999.827,1000000.0650000001,999999.9349999999,10990000.18,10989999.82,1.0177749833836227
1000041.75,999958.2500000001,1000119.75,999880.2499999999,1000003.447,999996.5530000001,1000002.3189999999,999997.681,1000000.6610000001,999999.339,1000000.2899999999,999999.71,1000000.541,999999.459,1000000.321,999999.6790000001,1000000.2000000001,999999.8,10990000.405000001,10989999.595,1.0345225931699449
1000056.25,999943.75,1000180.25,999819.75,1000005.173,999994.8269999999,1000003.5,999996.5,1000000.35,999999.65,1000001.01,999998.99,1000000.793,999999.207,1000000.471,999999.529,1000000.265,999999.735,10990000.620000001,10989999.379999999,1.0510047975053218
1000073.5,999926.5,1000001.35,999998.6499999999,1000004.484,999995.5160000001,1000000.4500000001,999999.55,1000001.0210000001,999998.979,1000239.5,999760.5,1000006.904,999993.096,1000000.635,999999.365,1000000.385,999999.615,10990001.010000002,10989998.99,1.068089574336497
1000087.75,999912.25,1000008.5929999999,999991.407,1000299.5,999700.4999999999,1000005.3759999999,999994.624,1000002.643,999997.357,1000001.2999999999,999998.7,1000001.473,999998.527,1000000.6,999999.4,1000000.4700000001,999999.53,10990001.475,10989998.525,1.085327427686058
1000103,999897,1000010.527,999989.473,1000362.25,999637.7499999999,1000006.267,999993.733,1000003.1499999999,999996.85,1000001.5099999999,999998.49,1000001.173,999998.827,1000000.296,999999.7039999999,1000000.5449999999,999999.4550000001,10990001.095,10989998.905000001,1.1030080691368107
1000126.25,999873.7499999999,1000432.2499999999,999567.75,1000007.213,999992.787,1000010.739,999989.261,1000003.51,999996.49,1000001.68,999998.32,999999.828,1000000.172,999998.8679999999,1000001.132,1000000.67,999999.33,10989999.77,10990000.23,1.1233176158285685
1000150,999850.0000000001,1000520.0000000001,999480,1000010.747,999989.253,1000008.104,999991.8960000001,1000003.968,999996.032,1000001.8999999999,999998.1,999998.144,1000001.856,999995.4199999999,1000004.58,1000000.73,999999.2699999999,10989997.38,10990002.62,1.147395740447283
1000174.625,999825.375,1000616.75,999383.25,1000010.773,999989.227,1000009.0040000001,999990.9959999999,1000004.701,999995.299,1000002.36,999997.6399999999,999995.878,1000004.1220000001,999990.273,1000009.727,1000000.865,999999.135,10989994.305,10990005.695,1.1738029356339126
1000206.5,999793.5,1000010.857,999989.1429999999,1000727.7499999999,999272.25,1000010.237,999989.7629999999,1000005.53,999994.47,1000002.77,999997.2300000001,999993.448,1000006.552,999983.727,1000016.273,1000000.9299999999,999999.07,10989992.515,10990007.485,1.2061088035213026
1000240.53,999759.47,1000011.249,999988.7509999999,1000819,999181.0000000001,1000011.902,999988.0980000001,1000006.6479999999,999993.3520000001,1000003.01,999996.99,999990.7220000001,1000009.2779999999,999976.253,1000023.747,1000001.05,999998.95,10989989.34,10990010.66,1.2345629686437185
1000276.2799999999,999723.72,1000011.728,999988.272,1000911,999089.0000000001,1000013.298,999986.7019999999,1000007.112,999992.888,1000003.22,999996.78,999988.647,1000011.353,999971.335,1000028.665,1000001.13,999998.87,10989987.085,10990012.915,1.2652198707352276
1000308.28,999691.72,1000011.739,999988.261,1001026.75,998973.25,1000014.679,999985.321,1000007.5,999992.5,999986.824,1000013.176,1000003.48,999996.52,999965.632,1000034.368,1000001.215,999998.785,10989984.805,10990015.195,1.3017354164345747
1000340.286,999659.7139999999,1000011.767,999988.233,1001197.25,998802.75,1000015.754,999984.2459999999,1000007.888,999992.1120000001,1000004.0800000001,999995.92,999985.5179999999,1000014.4820000001,999960.2779999999,1000039.722,1000001.335,999998.6649999999,10989982.870000001,10990017.13,1.354887698937967
1000368.2799999999,999631.72,1000011.907,999988.0930000001,1001331.75,998668.25,1000016.839,999983.1610000001,1000008.26,999991.7400000001,1000004.6,999995.3999999999,999984.4280000001,1000015.5719999999,999955.346,1000044.654,1000001.4,999998.6,10989981.315,10990018.685,1.399268223191926
1000395.03,999604.97,1000012.017,999987.983,1000018.3879999999,999981.612,1001487.7500000001,998512.25,1000008.709,999991.2910000001,999950.87,1000049.13,1000005.25,999994.75,999983.292,1000016.7080000001,1000001.5399999999,999998.46,10989980.33,10990019.67,1.4519347236130136
1001636.25,998363.7500000001,1000412.53,999587.47,1000012.138,999987.8620000001,1000019.354,999980.646,1000009.073,999990.927,1000006.03,999993.9700000001,999982.5920000001,1000017.4079999999,999947.658,1000052.342,1000001.605,999998.395,10989980.015,10990019.985,1.5022661147501701
