household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.2310908383,1000001.7339999999,999998.2633230402,1000060.25,999939.5471587082,1000001.199,999998.7947924108,1000000.3099999999,999999.6883812268,1000000.14,999999.8592670814,1000000.291,999999.707472874,1000000.173,999999.8260897512,1000000.0650000001,999999.9346575424,10990000.18,10989999.819050353,1.0051806083001655
1000041.75,999958.1264609738,1000119.75,999879.5587445033,1000003.447,999996.5393677218,1000002.3189999999,999997.6635836933,1000000.6610000001,999999.3338531437,1000000.2899999999,999999.7077571191,1000000.541,999999.4549532969,1000000.321,999999.6765964102,1000000.2000000001,999999.7982942371,10990000.405000001,10989999.59177577,1.0100149500953046
1000056.25,999943.473525566,1000005.173,999994.7943295926,1000003.5,999996.4651879407,1000001.01,999998.979696498,1000180.25,999818.279125641,1000000.35,999999.646869855,1000000.793,999999.1992244335,1000000.471,999999.5243750431,1000000.265,999999.7323312263,10990000.620000001,10989999.373588625,1.0147289003848126
1000073.5,999925.958787547,1000239.5,999757.9775459787,1000006.904,999993.035778798,1000001.35,999998.6330320858,1000004.484,999995.4619396332,1000000.4500000001,999999.5449084069,1000001.0210000001,999998.9667500769,1000000.385,999999.6099738554,1000000.635,999999.3571547075,10990001.010000002,10989998.975921169,1.0195699420277815
1000087.75,999911.4223367973,1000299.5,999696.6305995523,1000008.5929999999,999991.3120142139,1000005.3759999999,999994.548268713,1000002.643,999997.3085331839,1000001.2999999999,999998.6741461561,1000001.473,999998.5036915716,1000000.6,999999.392997725,1000000.4700000001,999999.5228930636,10990001.475,10989998.49951181,1.02440829091184
1000103,999895.7914817493,1000010.527,999989.3287038924,1000362.25,999632.1570050201,1000006.267,999993.6310635901,1000003.1499999999,999996.7866001681,1000001.5099999999,999998.4579562767,1000001.173,999998.8124397631,1000000.296,999999.7058892776,1000000.5449999999,999999.4456845099,10990001.095,10989998.890601518,1.0293234981152504
1000126.25,999871.840770001,1000010.739,999989.110162228,1000432.2499999999,999559.8460482401,1000007.213,999992.6517664692,1000003.51,999996.4139144546,1000001.68,999998.2819630211,999999.828,1000000.2045298121,999998.8679999999,1000001.1837631384,1000000.67,999999.3162979501,10989999.77,10990000.261775771,1.0349111173633412
1000150,999847.2417653777,1000520.0000000001,999468.6561930622,1000010.747,999989.1018703771,1000008.104,999991.7233847401,1000003.968,999995.9366799075,1000001.8999999999,999998.0527190721,999998.144,1000001.9588582834,999995.4199999999,1000004.7752143651,1000000.73,999999.2537955298,10989997.38,10990002.750784313,1.0414559063929043
1000174.625,999821.5744568005,1000616.75,999367.4436766398,1000010.773,999989.0747498837,1000009.0040000001,999990.7791145595,1000002.36,999997.5700511698,1000004.701,999995.1675866264,999995.878,1000004.3359181074,999990.273,1000010.173275593,1000000.865,999999.1122034478,10989994.305,10990005.975008065,1.0485361927924748
1000206.5,999788.1170387826,1000727.7499999999,999250.4311355165,1000010.237,999989.4749320524,1000010.857,999988.9864951465,1000005.53,999994.2906730365,1000002.77,999997.1363382732,999993.448,1000006.9057859988,999983.727,1000017.0941951749,1000000.9299999999,999999.0434802689,10989992.515,10990007.86704082,1.0570620695114934
1000240.53,999752.1047156298,1000819,999153.4976356365,1000011.902,999987.701259361,1000011.249,999988.571229789,1000006.6479999999,999993.0996022219,1000003.01,999996.8806417333,999990.7220000001,1000009.8092735836,999976.253,1000025.052367351,1000001.05,999998.9157094123,10989989.34,10990011.246656723,1.0644502610085513
1000276.2799999999,999714.0056548651,1000011.728,999988.0601961414,1000013.298,999986.2034899363,1000007.112,999992.601748188,1000911,999055.0696753531,1000003.22,999996.6553152568,999988.647,1000012.0351404764,999971.335,1000030.3268262404,1000001.13,999998.8299064081,10989987.085,10990013.664585767,1.0722862308229375
