household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.1220398446,1000001.7339999999,999998.2521910239,1000060.25,999938.8904751549,1000001.199,999998.7763345487,1000000.3099999999,999999.6835745012,1000000.291,999999.7029418815,1000000.14,999999.8570916611,1000000.173,999999.8233901556,1000000.0650000001,999999.9336421033,10990000.18,10989999.816235125,1.0178809250449343
1000041.75,999957.7117846468,1000119.75,999877.5331025847,1000002.3189999999,999997.6142299499,1000003.447,999996.4966473992,1000000.6610000001,999999.3193246032,1000000.2899999999,999999.7014213622,1000000.541,999999.4434808148,1000000.321,999999.6697829738,1000000.2000000001,999999.7935234044,10990000.405000001,10989999.582695397,1.0348735490154137
1000005.173,999994.6994762211,1000056.25,999942.6388681995,1000003.5,999996.3688357037,1000180.25,999814.1364728863,1000001.01,999998.9512374391,1000000.35,999999.6381372405,1000000.471,999999.5115610703,1000000.793,999999.1776789948,1000000.265,999999.7249590646,10990000.620000001,10989999.355899142,1.0517344295445097
1000073.5,999924.4097749196,1000006.904,999992.866649022,1000239.5,999751.0055233274,1000004.484,999995.3138338489,1000001.35,999998.5866542645,1000000.4500000001,999999.5309020055,1000001.0210000001,999998.9331743593,1000000.635,999999.335682174,1000000.385,999999.5962634037,10990001.010000002,10989998.937616171,1.0693557545786108
1000087.75,999909.103185988,1000299.5,999686.0349574821,1000005.3759999999,999994.3417895088,1000008.5929999999,999991.0494123045,1000002.643,999997.1773045257,1000001.2999999999,999998.6042079543,1000001.473,999998.4403241447,1000000.6,999999.3734106339,1000000.4700000001,999999.5035768655,10990001.475,10989998.429950954,1.0872836607962237
1000103,999892.4458807827,1000362.25,999616.9038597755,1000010.527,999988.9331364833,1000006.267,999993.3535946526,1000003.1499999999,999996.6149155385,1000001.5099999999,999998.3712481691,1000001.173,999998.7701058823,1000000.296,999999.7086089585,1000000.5449999999,999999.4203849878,10990001.095,10989998.848329127,1.1058278807390531
1000126.25,999866.5950523287,1000010.739,999988.6968367129,1000432.2499999999,999538.2985946696,1000007.213,999992.2832727775,1000001.68,999998.1788694406,1000003.51,999996.207548268,999999.828,1000000.282881658,999998.8679999999,1000001.3142660102,1000000.67,999999.2790087657,10989999.77,10990000.337776763,1.1273251540951466
1000150,999839.6728753565,1000010.747,999988.6877451901,1000003.968,999995.6770551952,1000008.104,999991.2513935493,1000520.0000000001,999437.6357162781,1000001.8999999999,999997.9240288379,999998.144,1000002.2215459881,999995.4199999999,1000005.2816509253,1000000.73,999999.209581167,10989997.38,10990003.08610506,1.1530819694725072
1000010.773,999988.6575151518,1000616.75,999323.9607853763,1000009.0040000001,999990.1826845034,1000004.701,999994.8064961392,1000002.36,999997.3776315033,1000174.625,999811.1175481852,999995.878,1000004.8965462722,999990.273,1000011.3527685805,1000000.865,999999.049473036,10989994.305,10990006.710074496,1.181667154332936
1000206.5,999773.207571665,1000010.857,999988.557261933,1000727.7499999999,999189.8585701983,1000010.237,999988.6745471727,1000005.53,999993.7922779323,999993.448,1000007.8513181491,999983.727,1000019.304921809,10989992.515,10990008.881890075,1000002.77,999996.8759590341,1000000.9299999999,999998.9700926298,1.217113049552801
1000240.53,999731.5084337082,1000819,999076.4660942788,1000011.249,999988.0750830225,1000011.902,999986.5839518637,1000006.6479999999,999992.3880649145,1000003.01,999996.5744720391,999990.7220000001,1000011.2543104833,999976.253,1000028.6244497064,1000001.05,999998.8196860552,10989989.34,10990012.83628148,1.2487708979064336
1000276.2799999999,999686.5513722792,1000011.728,999987.47026588,1000911,998959.0830538119,1000013.298,999984.7838766071,1000007.112,999991.7896326442,1000003.22,999996.3036091081,1000001.13,999998.7166599669,999988.647,1000013.914070511,10989987.085,10990015.722274322,999971.335,1000034.9236001857,1.2833310493896533
1000308.28,999645.2117495823,1001026.75,998807.0029282039,1000011.739,999987.4560035206,1000014.679,999982.9448686739,1000007.5,999991.2728470941,1000003.48,999995.9572836116,999986.824,1000016.3272328625,999965.632,1000042.4668618959,1000001.215,999998.6036294705,10989984.805,10990018.735282568,1.3251115320300175
1000340.286,999602.515725927,1000011.767,999987.4185128742,1001197.25,998574.1244106055,1000015.754,999981.446795857,1000007.888,999990.7320538909,1000004.0800000001,999995.1209079652,999985.5179999999,1000018.1363124818,999960.2779999999,1000049.8791254149,1000001.335,999998.4366020369,10989982.870000001,10990021.411942258,1.38712041396671
1000368.2799999999,999563.4393829588,1001331.75,998382.7077194444,1000011.907,999987.2224378282,1000016.839,999979.87744317,999984.4280000001,1000019.7029611395,1000004.6,999994.3685632636,1000008.26,999990.193895777,999955.346,1000056.9666102554,1000001.4,999998.3426879785,10989981.315,10990023.644837746,1.4399848198824072
1000395.03,999524.6798500805,1000012.017,999987.0625360606,1000018.3879999999,999977.5381354833,1001487.7500000001,998151.5958522899,1000008.709,999989.515647091,1000005.25,999993.386556215,999983.292,1000021.4087651586,999950.87,1000063.6834600022,10989980.33,10990025.122026598,1000001.5399999999,999998.1314487825,1.5040015234162094
1000412.53,999498.2241040488,1001636.25,997922.4279489949,1000012.138,999986.8792162748,1000019.354,999976.0194157666,1000009.073,999988.9432804192,999982.5920000001,1000022.503064065,1000006.03,999992.1598803964,1000001.605,999998.0293148597,999947.658,1000068.7022770275,10989980.015,10990025.613730002,1.5664808652517
1000433.03,999465.9320844307,1000012.6510000001,999986.0689918716,1001786.25,997680.961390544,1000020.851,999973.5627565059,1000011.971,999984.1848266897,1000006.23,999991.8313541828,999982.652,1000022.4044538552,999947.2670000001,1000069.3407037983,10989980.56,10990024.718456516,1000001.735,999997.8157818356,1.637904805810001
1000456.53,999427.2094355965,1001930.4500000001,997438.0936256513,1000021.874,999971.8069595373,1000013.404,999984.8243464157,1000013.638,999981.322710846,999982.968,1000021.8617172024,999947.308,1000069.2699846142,1000006.56,999991.2646201971,1000001.81,999997.6869597656,10989981.245,10990023.541764598,1.712814370239988
1000476.28,999393.1919781995,1000014.8920000001,999982.2542505006,1002049,997230.0568795541,1000022.946,999969.8956868316,1000014.991,999978.9096614234,1000006.7699999999,999990.8900110084,999984.123,1000019.8009915388,999947.4859999999,1000068.9523443303,1000001.9099999999,999997.5085035411,10989981.985000001,10990022.221040573,1.7796000319082723
1000493.78,999361.8824894348,1000017.081,999978.3275444034,1002116.25,997108.2912649981,1000024.075,999967.8325574442,1000015.645,999977.7142567616,999984.8380000001,1000018.4937905666,999947.6440000001,1000068.6634462229,1000006.93,999990.5975250676,1000002.015,999997.3165074658,10989982.7,10990020.913493972,1.823443182487337
1000513.5299999999,999325.6649037385,1000025.235,999965.6591137951,1000016.1699999999,999976.7303592155,1000020.622,999971.8135228534,1002181.25,996987.5976102403,1000007.07,999990.3351284931,999985.223,1000017.7721481811,999947.803,1000068.3653950891,1000002.1050000001,999997.1477935257,10989983.360000001,10990019.67613156,1.8693530766932074
1000533.78,999287.5915808618,1000023.247,999966.8625744163,1002247,996862.4150708492,1000016.513,999976.0711026863,999985.5229999999,1000017.1954652134,999947.982,1000068.0212847359,1000002.215,999996.9363205904,1000007.21,999990.0660261741,10989983.805,10990018.820561668,1000026.4630000001,999963.2993742288,1.9169967320000016
1000554.78,999247.0961964037,1002312.25,996735.0035428844,1000027.565,999961.1274708208,1000025.0889999999,999963.2992561833,1000016.83,999975.4462110416,1000007.31,999989.8688879278,999985.822,1000016.6059888758,999948.13,1000067.7294854929,1000002.3,999996.768727705,10989984.025,10990018.386773292,1.9659285339342987
1000576.78,999203.5818625401,1000026.758,999959.9870839353,1000028.7230000001,999958.7904551635,1000017.1290000001,999974.8426597627,1002370.25,996618.9274033272,1000007.37,999989.7477677785,999986.093,1000016.0589038447,999948.314,1000067.3580089172,1000002.395,999996.5769251311,10989984.28,10990017.87190923,2.0131086537671243
1000595.03,999166.6367998582,1000028.4550000001,999956.5419275747,1002429,996498.6223911324,1000029.815,999956.5350683528,1000017.462,999974.154749808,1000007.46,999989.5618348618,999986.343,1000015.5423983117,999948.4650000001,1000067.0460215968,1000002.495,999996.370303559,10989984.540000001,10990017.334665375,2.0602191584871234
1000610.53,999134.5362265055,1000031.014,999954.0033359283,1002486,996379.2750656102,1000030.154,999953.0145641956,1000017.777,999973.4894693762,1000007.61,999989.245013248,999986.582,1000015.0375673602,999948.642,1000066.6721283789,1000002.58,999996.1907434816,10989984.75,10990016.891027363,2.1063075836255476
1000626.53,999100.6555743138,1000031.814,999949.4903948498,1002544.25,996254.5240279044,1000031.9709999999,999951.9359260444,1000018.11,999972.7699520773,1000007.7899999999,999988.8560556531,999986.8779999999,1000014.39790349,999948.795,1000066.3414694888,1000002.685,999995.9638121098,10989984.975000001,10990016.404722286,2.15496256739191
1000643.2799999999,999064.362478505,1000033.198,999946.4835886051,1002602,996127.9585879997,1000032.92,999949.8379202017,1000018.5580000001,999971.77932841,1000008.0099999999,999988.3695403537,999987.203,1000013.6791295066,999948.881,1000066.1511270953,1000002.77,999995.7758087948,10989985.795,10990014.590799557,2.205753670151235
1000658.03,999031.6584090132,1000033.9890000001,999944.7256971763,1002661.5,995994.5311449954,1000033.83,999947.778704589,1000019.3720000001,999969.9368712067,1000008.7,999986.8073990382,999987.608,1000012.7620694247,999948.779,1000066.3806266247,1000002.875,999995.538041497,10989986.344999999,10990013.34522924,2.258086654696094
1000034.095,999944.4840032051,1000034.75,999945.6284100268,1000680.2799999999,998981.0963076511,1002742.5,995807.5554692803,1000020.672,999966.897380924,1000009.15,999985.754986183,999988.328,1000011.0779078302,999948.627,1000066.7339391898,1000002.97,999995.3158083106,10989986.435,10990013.134407116,2.3323979284924343
1002854.75,995538.7212936335,1000034.15,999944.3545450987,1000700.28,998934.1651519292,1000035.611,999943.5299059522,1000021.35,999965.2445034645,1000009.3,999985.3892580374,999989.03,1000009.3639023753,999947.562,1000069.315298187,1000003.06,999995.0963878116,10989986.014999999,10990014.152201122,2.43042997956485
1000717.0299999999,998893.2264918609,1002964.5,995265.0866757231,1000034.15,999944.3545450987,1000036.5950000001,999941.0332344967,1000021.73,999964.2801322249,1000009.56,999984.7293578353,999988.463,1000010.7938877452,999945.791,1000073.7815127779,1000003.1649999999,999994.8300718477,10989985.3,10990015.953922488,2.52822500537077
1000736.78,998842.98659533,1000034.15,999944.3545450987,1000038.686,999935.4976647914,1003077.5,994971.4417517073,1000022.051,999963.4300051967,1000010.6499999999,999981.8419717064,999987.939,1000012.1723650055,999943.983,1000078.5409012665,1000003.23,999994.6579860443,10989984.76,10990017.374277396,2.6391212231502674
1000040.318,999930.92127871,1000034.15,999944.3545450987,1000761.2799999999,998777.8751955506,1003227,994562.5759693951,1000022.3620000001,999962.5576281497,1000010.78,999981.4772855606,999987.224,1000014.1659640622,999941.7170000001,1000084.8559380852,1000003.37,999994.2656197997,10989984.025,10990019.421191335,2.7936140182066604
1000780.03,998725.1727605325,1000034.15,999944.3545450987,1000022.721,999961.4936383066,1000041.849,999926.3852382187,1003372,994143.5473021651,1000010.95,999980.9734004855,999985.998,1000017.7775065236,999938.413,1000094.5812881438,1000003.43,999994.088046997,10989982.54,10990023.788802098,2.9492238089495424
1000796.53,998676.2260030824,1003525.5,993674.5084350003,1000034.15,999944.3545450987,1000042.803,999923.390340902,1000023.071,999960.3946275809,1000011.2799999999,999979.9370656068,999986.052,1000017.6053803955,999937.174,1000098.4484696641,1000003.565,999993.6642341403,10989982.37,10990024.318363812,3.1298518577919374
1000808.78,998637.686848269,1003664,993226.8488543766,1000034.15,999944.3545450987,1000043.701,999920.4141207915,1000023.471,999959.0686038575,1000011.4,999979.5392208288,999984.668,1000022.1654061612,999933.0869999999,1000111.901045101,1000003.63,999993.4491546806,10989980.584999999,10990030.187671028,3.29692375799396
1000816.78,998611.1938843913,1000034.15,999944.3545450987,1003811,992725.95449068,1000045.413,999914.4181183671,1000024.867,999954.1764975111,1000011.99,999977.4708714811,999983.867,1000024.9544789979,999929.703,1000123.683753107,1000003.7350000001,999993.0815846793,10989980.01,10990032.179366486,3.489518475688801
1000844.7799999999,998512.6794745056,1003948,992228.615805682,1000034.15,999944.3545450987,1000047.2010000001,999907.7532732567,1000025.379,999952.2671484526,1000012.8800000001,999974.150988308,999983.797,1000025.2107322442,1000003.835,999992.7087867969,999927.723,1000131.0237189383,10989979.625000002,10990033.605764737,3.7163498577752883
1000859.905,998456.1363557447,1000034.15,999944.3545450987,1004079.25,991723.7154595501,1000049.043,999900.4798493475,1000025.76,999950.7620459258,1000013.4500000001,999971.8988350201,999984.088,1000024.0573292611,1000003.905,999992.432445948,999924.922,1000142.0212046795,10989979.174999999,10990035.371026559,3.9352726291913407
1000866.78,998428.9631714822,1004201.25,991228.8652852237,1000034.2019999999,999944.148733662,1000050.601,999894.0010615959,1000026.725,999946.7471258212,1000013.77,999970.5671136563,999984.503,1000022.329621526,999923.9619999999,1000145.9926629661,1000004.04,999991.8706979895,10989979.64,10990033.43563195,4.149550688017061
1000878.405,998380.4652103216,1000034.8139999999,999941.5891593058,1004329,990680.2106202352,1000051.4630000001,999890.1989464803,1000027.838,999941.8358640852,1000014.05,999969.3312146025,999923.823,1000146.6020514658,10989980.455,10990029.83663876,999985.123,1000019.5924712594,1000004.1000000001,999991.6057900303,4.403488719587877
1000036.812,999932.727903827,1000052.4530000001,999885.6595712248,1000887.28,998341.1939516825,1000028.624,999938.2305056661,1000014.32,999968.0924526869,999986.118,1000015.02616948,1004406.0000000001,990332.9496210344,999924.008,1000145.752825966,1000004.24,999990.9630881873,10989981.215,10990026.347014477,4.57862308172322
1000893.78,998311.302092536,1004475.2499999999,990008.9353062442,1000039.0210000001,999922.5502842901,1000053.583,999880.2912710193,1000029.1379999999,999935.7877670503,1000014.79,999965.8583414296,999987.313,1000009.3437639468,999924.1549999999,1000145.0536141752,1000004.305,999990.6538986191,10989982.014999999,10990022.540888142,4.744255658479016
1004544,989675.3559033468,1000041.542,999910.508218475,1000029.51,999933.9541781951,1000014.9199999999,999965.2174997481,999989.033,1000000.8614602861,999924.3319999999,1000144.1803581504,1000054.7159999999,999874.7085759488,1000901.28,998275.555103735,1000004.425,999990.0618216152,10989983.309999999,10990016.149386581,4.922176424089296
1000907.405,998245.275231977,1000043.8369999999,999899.141281864,1004612.25,989331.9436078852,1000055.883,999868.744425334,1000029.86,999932.1648307905,1000015.0900000001,999964.3482860334,999989.608,999997.9209784073,999924.49,1000143.3722309775,1000004.51,999989.6270457814,10989983.725000001,10990014.026417984,5.1007649901512435
1000913.78,998212.6133363023,1004680.5,988975.9380011666,1000045.9500000001,999888.2946510478,1000030.173,999930.5055077707,1000057.036,999862.6340287509,1000015.1599999999,999963.977158713,999990.1229999999,999995.1901747482,999924.643,1000142.560818931,1000004.595,999989.1762366244,10989983.895,10990013.124746813,5.288290890434869
1000926.78,998143.452821545,1004741.4999999999,988645.561395271,1000047.517,999879.9300902925,1000058.163,999856.4412703431,1000030.5,999928.708061448,1000015.27,999963.3724512431,999990.712,999991.9517116104,999924.813,1000141.6259519072,1000004.7100000001,999988.543784354,10989984.13,10990011.832238454,5.4838870890563065
1000934.78,998099.3676304,1004803.2500000001,988299.3723848836,1000049.116,999871.0986875956,1000059.2930000001,999850.0111039408,1000030.85,999926.7157140767,1000015.41,999962.5754191842,999991.233,999988.9851468988,999924.963,1000140.7717178852,1000004.7749999999,999988.1735972989,10989984.450000001,10990010.009612037,5.679105301864535
1000941.28,998062.2853398023,1000050.738,999861.8272657642,1004862.25,987957.1808877118,1000031.1919999999,999924.7024740638,1000060.456,999843.1674082672,1000015.49,999962.1044376484,999991.5430000001,999987.1599211191,999925.1420000001,1000139.7176722506,1000004.91,999987.3785861754,10989984.780000001,10990008.066032635,5.872488843055336
1000948.78,998018.029217377,1000052.2919999999,999852.6372111727,1004920.75,987606.1114343565,1000061.373,999837.5836199771,1000031.578,999922.3512909736,1000015.61,999961.3734086674,999991.7320000001,999986.0084628088,999925.2760000001,1000138.9012293854,1000004.975,999986.9825310201,10989985.03,10990006.542625394,6.0757777447341015
1000955.28,997978.3547067783,1004978.75,987246.1461208409,1000032.1610000001,999918.678101502,1000053.597,999844.6564194154,1000062.306,999831.7074905222,1000016.26,999957.2768200564,999991.808,999985.5290509036,999925.222,1000139.2391402501,1000005.1,999986.1945635051,10989984.875,10990007.512544004,6.284596048111286
1000961.28,997940.4771151515,1000054.8720000001,999836.592709378,1005035,986885.1880548836,1000063.681,999822.7543072383,1000032.602,999915.8052412989,999991.718,999986.1057434262,1000016.5,999955.7130872097,999924.983,1000140.7869866503,1000005.1699999999,999985.7385148418,10989984.57,10990009.483735556,6.49460470120424
