household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999958.4085681101,1000001.7339999999,999996.9595377438,1000060.25,999894.1591647002,1000001.199,999997.8871559518,1000000.3099999999,999999.4536883053,1000000.14,999999.7532736706,1000000.291,999999.4871536612,1000000.173,999999.695105893,1000000.0650000001,999999.8854431802,10990000.18,10989999.682763003,1.0071108360422103
1000041.75,999926.6678387484,1000119.75,999788.9441043265,1000003.447,999993.9359498498,1000002.3189999999,999995.9005616562,1000000.6610000001,999998.8310619313,1000000.2899999999,999999.4871880984,1000000.541,999999.0436710715,1000000.321,999999.4325597192,1000000.2000000001,999999.6459557425,10990000.405000001,10989999.2836119,1.0137287058631108
1000005.173,999990.8702644389,1000056.25,999900.9335385693,1000180.25,999681.2849520285,1000001.01,999998.2080441117,1000003.5,999993.7924458686,1000000.35,999999.3800769317,1000000.471,999999.1647744064,1000000.793,999998.5937994786,1000000.265,999999.5299143356,10990000.620000001,10989998.899778945,1.020165163620459
1000006.904,999987.775502172,1000239.5,999575.1614494745,1000004.484,999992.024645956,1000073.5,999870.121724959,1000001.35,999997.5971824346,1000000.4500000001,999999.2004081148,1000001.0210000001,999998.1841497652,1000000.385,999999.3143031516,1000000.635,999998.8701092701,10990001.010000002,10989998.19903033,1.0267581584427845
1000087.75,999844.5062429215,1000008.5929999999,999984.7370542352,1000299.5,999467.0242627271,1000002.643,999995.2595060478,1000005.3759999999,999990.4120903021,1000001.2999999999,999997.663514024,1000001.473,999997.3668378578,1000000.6,999998.8518053195,1000000.4700000001,999999.1606013159,10990001.475,10989997.248570232,1.0333354923449587
1000103,999816.9167658375,1000010.527,999981.235276396,1000362.25,999353.1860716216,1000006.267,999988.7905278581,1000003.1499999999,999994.3367437429,1000001.5099999999,999997.2812926886,1000001.173,999997.3551370734,1000000.296,999999.0324776408,1000000.5449999999,999999.0240951068,10990001.095,10989997.364089578,1.0400358636843896
1000126.25,999774.5714362472,1000432.2499999999,999225.2810641832,1000003.51,999993.6765793244,1000010.739,999980.8487062502,1000007.213,999987.0558629781,1000001.68,999996.9695412044,999999.828,999998.160514964,999998.8679999999,999999.8875004216,10989999.77,10989998.157396778,1000000.67,999998.7948930274,1.04772253355431
1000150,999730.9951190454,1000010.747,999980.8340104554,1000008.104,999985.4076560794,1000003.968,999992.8293038652,1000520.0000000001,999063.6706133455,1000001.8999999999,999996.5625410734,999998.144,999999.1653123442,999995.4199999999,1000001.9701131054,1000000.73,999998.6839182742,10989997.38,10989999.600770012,1.0567870597384108
1000174.625,999685.4212949657,1000009.0040000001,999983.7271302184,1000010.773,999980.7858328192,1000004.701,999991.460518387,1000002.36,999995.7035060027,1000616.75,998883.883923276,999995.878,1000000.5470649316,999990.273,1000005.1081443217,1000000.865,999998.4318913537,10989994.305,10990001.475171933,1.0666334230864338
1000206.5,999625.8675007242,1000010.857,999980.6286427117,1000727.7499999999,998675.4894034362,1000010.237,999981.3994710054,1000005.53,999989.8953977923,1000002.77,999994.9294005943,999993.448,1000002.0209948916,999983.727,1000009.1429972866,1000000.9299999999,999998.3092165461,10989992.515,10990002.451152952,1.0783755617793864
1000240.53,999561.5834245071,1000011.249,999979.8868886249,1000819,998502.3570444022,1000011.902,999978.2260739468,1000006.6479999999,999987.7643084025,1000003.01,999994.4718933611,999990.7220000001,1000003.7177601198,999976.253,1000013.7941263611,1000001.05,999998.0805698975,10989989.34,10990004.42644217,1.0886363495662748
1000276.2799999999,999493.4042030913,1000911,998326.1138907309,1000011.728,999978.9717697104,1000007.112,999986.871323373,1000013.298,999975.5396400781,1000003.22,999994.0677290246,999988.647,1000005.0087763971,999971.335,1000016.8842591523,1000001.13,999997.9266516658,10989987.085,10990005.843070192,1.0993025440761126
1000308.28,999431.7855046265,1001026.75,998102.1203585739,1000011.739,999978.9505552537,1000007.5,999986.1161721386,1000014.679,999972.8520569844,1000003.48,999993.5616864816,999986.824,1000006.1384943773,999965.632,1000020.5080867279,1000001.215,999997.761271389,10989984.805,10990007.291537693,1.1116840231365974
