household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.1910788121,1000001.7339999999,999998.2572565126,1000060.25,999939.0676130996,1000001.199,999998.7799029556,1000000.3099999999,999999.6844973598,1000000.14,999999.857508468,1000000.291,999999.7038082939,1000000.173,999999.8239052785,1000000.0650000001,999999.9338356546,10990000.18,10989999.81677113,1.0178548693586775
1000041.75,999957.8345235668,1000003.447,999996.5068427635,1000119.75,999877.8895636853,1000002.3189999999,999997.6212149367,1000000.6610000001,999999.3213184742,1000000.2899999999,999999.702295906,1000000.541,999999.4451101648,1000000.321,999999.6707497853,10990000.405000001,10989999.583918156,1000000.2000000001,999999.7941289869,1.034822312281116
1000056.25,999942.8059319397,1000005.173,999994.7149641794,1000003.5,999996.3795111558,1000001.01,999998.9543221884,1000180.25,999814.6796666315,1000000.35,999999.6391993422,1000000.793,999999.1800961184,1000000.471,999999.5129968257,1000000.265,999999.7257678638,10990000.620000001,10989999.357794102,1.0516578117597195
1000006.904,999992.8875787893,1000001.35,999998.5908282021,1000001.0210000001,999998.93632197,1000004.484,999995.327660798,1000000.4500000001,999999.5322844823,1000073.5,999924.6308690428,1000000.635,999999.337643401,1000239.5,999751.7361903231,1000000.385,999999.5974567117,10990001.010000002,10989998.940760866,1.069252192812336
1000087.75,999909.3700145308,1000008.5929999999,999991.0757795193,1000299.5,999686.9600591054,1000005.3759999999,999994.3585429188,1000002.643,999997.1857218657,1000001.2999999999,999998.6083809695,1000001.473,999998.4449559932,1000000.6,999999.3756787402,1000000.4700000001,999999.5050493182,10990001.475,10989998.43518951,1.0871521546155511
1000103,999892.7628798896,1000362.25,999618.0375373056,1000010.527,999988.9658874924,1000006.267,999993.3733482786,1000003.1499999999,999996.6250404759,1000001.5099999999,999998.3761285625,1000001.173,999998.7766413817,1000000.5449999999,999999.4221100794,1000000.296,999999.7117999891,10990001.095,10989998.855297578,1.1056663059271519
1000126.25,999866.9905608058,1000010.739,999988.7303070383,1000432.2499999999,999539.6715582943,1000007.213,999992.306307455,1000003.51,999996.2189221004,1000001.68,999998.1843396445,999999.828,1000000.2935374647,1000000.67,999999.2811674277,999998.8679999999,1000001.3218296207,10989999.77,10990000.348800663,1.1271262817125558
1000150,999840.1509602567,1000520.0000000001,999439.3181698311,1000008.104,999991.2776286205,1000003.968,999995.6900745091,1000010.747,999988.7212434675,1000001.8999999999,999997.9302895418,999995.4199999999,1000005.2998717298,999998.144,1000002.237478581,1000000.73,999999.2119553045,10989997.38,10990003.104509428,1.1528356112439437
1000174.625,999811.684279108,1000616.75,999325.9969966809,1000009.0040000001,999990.2122775891,1000010.773,999988.6911075052,1000004.701,999994.8222511025,999995.878,1000004.9195571311,999990.273,1000011.387044203,1000000.865,999999.05235073,1000002.36,999997.3856093349,10989994.305,10990006.738058634,1.1813652121513514
