household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999952.5,1000060.25,999879.5,1000001.7339999999,999996.532,1000001.199,999997.6020000001,1000000.3099999999,999999.38,1000000.14,999999.72,1000000.291,999999.4180000001,1000000.173,999999.6540000001,1000000.0650000001,999999.8700000001,10990000.18,10989999.64,1.0266624750754343
1000041.75,999916.5,1000003.447,999993.106,1000119.75,999760.5,1000002.3189999999,999995.3620000001,1000000.6610000001,999998.678,1000000.2899999999,999999.42,1000000.321,999999.358,1000000.541,999998.918,1000000.2000000001,999999.6,10990000.405000001,10989999.190000001,1.0517838897549172
1000056.25,999887.5,1000005.173,999989.654,1000180.25,999639.5,1000001.01,999997.98,1000003.5,999993,1000000.35,999999.2999999999,1000000.793,999998.414,1000000.471,999999.0580000001,1000000.265,999999.4700000001,10990000.620000001,10989998.76,1.0765071962579829
1000073.5,999853,1000239.5,999521,1000004.484,999991.032,1000006.904,999986.192,1000001.35,999997.2999999999,1000000.4500000001,999999.1,1000001.0210000001,999997.958,1000000.635,999998.73,1000000.385,999999.23,10990001.010000002,10989997.98,1.1021343615047456
1000087.75,999824.5,1000299.5,999401,1000008.5929999999,999982.8139999999,1000002.643,999994.714,1000005.3759999999,999989.248,1000001.2999999999,999997.4,1000001.473,999997.054,1000000.4700000001,999999.06,1000000.6,999998.6995,10990001.475,10989996.915,1.1280156962595482
1000103,999794,1000010.527,999978.9459999999,1000362.25,999275.5,1000003.1499999999,999993.7000000001,1000006.267,999987.466,1000001.5099999999,999996.98,1000001.173,999996.9715,1000000.296,999998.8515000001,1000000.5449999999,999998.9099999999,10990001.095,10989996.97,1.1547307113940029
1000126.25,999747.5,1000010.739,999978.522,1000007.213,999985.574,1000432.2499999999,999135.4999999999,1000003.51,999992.98,1000001.68,999996.6399999999,999999.828,999997.6440000001,999998.8679999999,999999.5655,1000000.67,999998.6599999999,10989999.77,10989997.6325,1.1858497442782427
1000150,999700,1000010.747,999978.506,1000008.104,999983.792,1000520.0000000001,998960,1000003.968,999992.064,1000001.8999999999,999996.2000000001,999998.144,999998.4709999999,999995.4199999999,1000001.2895000001,1000000.73,999998.54,10989997.38,10989998.8275,1.2231898983927494
1000010.773,999978.454,1000616.75,998766.5,1000174.625,999650.7499999999,1000009.0040000001,999981.9920000001,1000004.701,999990.598,1000002.36,999995.28,999995.878,999999.604,999990.273,1000003.863,1000000.865,999998.2699999999,10989994.305,10990000.365,1.2645363832658043
1000206.5,999587,1000010.857,999978.2860000001,1000727.7499999999,998544.4999999999,1000010.237,999979.5260000001,1000005.53,999988.94,1000002.77,999994.46,999993.448,1000000.7905,999983.727,1000007.136,1000000.9299999999,999998.14,10989992.515,10990001.11,1.3148531459552757
1000240.53,999518.9400000001,1000011.249,999977.5020000001,1000819,998362,1000011.902,999976.196,1000006.6479999999,999986.7039999999,1000003.01,999993.9800000001,999990.7220000001,1000002.1535,999976.253,1000010.8729999999,1000001.05,999997.9,10989989.34,10990002.6975,1.3598493278881498
1000011.728,999976.544,1000276.2799999999,999447.4400000001,1000911,998178,1000013.298,999973.404,1000007.112,999985.776,1000003.22,999993.56,999988.647,1000003.176,999971.335,1000013.3319999999,1000001.13,999997.74,10989987.085,10990003.825,1.4075173586630214
1000308.28,999383.4400000001,1001026.75,997946.5,1000011.739,999976.5220000001,1000014.679,999970.642,1000007.5,999985,999986.824,1000004.0545,1000003.48,999993.04,999965.632,1000016.1834999999,1000001.215,999997.5700000001,10989984.805,10990004.965,1.4641434505960107
1000340.286,999319.4280000001,1000011.767,999976.466,1001197.25,997605.5,1000015.754,999968.492,1000007.888,999984.224,1000004.0800000001,999991.84,999985.5179999999,1000004.634,999960.2779999999,1000018.8605,1000001.335,999997.33,10989982.870000001,10990005.9325,1.5456650403027223
1000368.2799999999,999263.4400000001,1000011.907,999976.186,1001331.75,997336.5000000001,1000016.839,999966.322,1000004.6,999990.7999999999,1000008.26,999983.48,999984.4280000001,1000005.0305,999955.346,1000021.3265,1000001.4,999997.2000000001,10989981.315,10990006.709999999,1.6138683701471046
1000395.03,999209.9400000001,1000012.017,999975.966,1001487.7500000001,997024.5,1000018.3879999999,999963.224,1000008.709,999982.582,1000005.25,999989.5,999983.292,1000005.5835,999950.87,1000023.5645,1000001.5399999999,999996.92,10989980.33,10990007.202499999,1.6944116361956556
