household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.162167894,1000001.7339999999,999998.2582836732,1000060.25,999939.3717322744,1000001.199,999998.7912889054,1000000.3099999999,999999.687475328,1000000.14,999999.8588579567,1000000.291,999999.7066224648,1000000.173,999999.8255841704,1000000.0650000001,999999.934467582,10990000.18,10989999.818524305,1.005188086952614
1000041.75,999958.0049048488,1000119.75,999879.2088230209,1000003.447,999996.5293139078,1000002.3189999999,999997.6567840531,1000000.6610000001,999999.3319141818,1000000.2899999999,999999.7069065035,1000000.541,999999.4533670577,1000000.321,999999.6756552097,1000000.2000000001,999999.7977069161,10990000.405000001,10989999.590587443,1.010029357511005
1000056.25,999943.3092706635,1000180.25,999817.7505535032,1000005.173,999994.7791885997,1000001.01,999998.9767232251,1000003.5,999996.4548885161,1000000.35,999999.6458414169,1000000.793,999999.1968913323,1000000.471,999999.5229892734,1000000.265,999999.7315512564,10990000.620000001,10989999.371763067,1.0147500169747456
1000073.5,999925.7433796733,1000004.484,999995.448703681,1000001.35,999998.6290440912,1000000.4500000001,999999.5435815146,1000001.0210000001,999998.9637364912,1000239.5,999757.2727665609,1000006.904,999993.0154993109,1000000.635,999999.3552794578,10990001.010000002,10989998.972931571,1000000.385,999999.6088357248,1.019597900322882
1000087.75,999911.1643778727,1000299.5,999695.7461685396,1000008.5929999999,999991.2866868956,1000005.3759999999,999994.5323525975,1000002.643,999997.3006598074,1000001.2999999999,999998.6702648143,1000001.473,999998.4993195352,1000000.6,999999.3908301967,1000000.4700000001,999999.5214994646,10990001.475,10989998.494590692,1.0244430643947755
1000010.527,999989.2975555839,1000103,999895.4876660532,1000362.25,999631.0833399441,1000003.1499999999,999996.7771921654,1000006.267,999993.612450706,1000001.5099999999,999998.4534392684,1000001.173,999998.8062634135,1000000.296,999999.7028297393,1000000.5449999999,999999.444063886,10990001.095,10989998.884028919,1.029365326432758
1000010.739,999989.078370898,1000126.25,999871.4665289422,1000007.213,999992.6302666961,1000003.51,999996.4034077761,1000432.2499999999,999558.5596275077,1000001.68,999998.2769271804,999999.828,1000000.1943955293,999998.8679999999,1000001.1765019513,1000000.67,999999.3142958587,10989999.77,10990000.251305042,1.0349613641156135
1000150,999846.7949976376,1000520.0000000001,999467.1007519029,1000010.747,999989.070054584,1000008.104,999991.6991395811,1000003.968,999995.9247619299,1000001.8999999999,999998.0470052927,999998.144,1000001.9436920285,999995.4199999999,1000004.7577763755,1000000.73,999999.2516085722,10989997.38,10990002.733261205,1.0415163937482435
1000174.625,999821.0517676654,1000616.75,999365.5886814932,1000010.773,999989.0428538171,1000009.0040000001,999990.7520674174,1000004.701,999995.1533864236,1000002.36,999997.5629050831,999990.273,1000010.1405974965,999995.878,1000004.3140397272,1000000.865,999999.1095962218,10989994.305,10990005.94838303,1.0486080532049866
