household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.2334674915,1000001.7339999999,999998.263496811,1000060.25,999939.5532078822,1000001.199,999998.7949132205,1000000.3099999999,999999.6884124643,1000000.14,999999.8592811889,1000000.291,999999.7075021982,1000000.173,999999.8261071849,1000000.0650000001,999999.9346640926,10990000.18,10989999.819068493,1.0051803504136398
1000003.447,999996.5397144031,1000119.75,999879.5708106917,1000002.3189999999,999997.663818161,1000041.75,999958.1306525504,1000000.6610000001,999999.3339200037,1000000.2899999999,999999.7077864504,1000000.541,999999.4550079943,1000000.321,999999.676628865,1000000.2000000001,999999.7983144894,10990000.405000001,10989999.591816746,1.0100144532815258
1000056.25,999943.4791894929,1000005.173,999994.794851691,1000180.25,999818.2973520985,1000003.5,999996.4655430883,1000000.35,999999.6469053179,1000000.793,999999.1993048842,1000000.471,999999.5244228276,1000000.265,999999.7323581214,10990000.620000001,10989999.373651573,1000001.01,999998.9797990231,1.0147281722135293
1000073.5,999925.9662153319,1000006.904,999993.036478082,1000239.5,999758.0018484109,1000004.484,999995.4623960375,1000001.35,999998.6331696003,1000000.4500000001,999999.544954161,1000001.0210000001,999998.9668539917,1000000.635,999999.3572193701,1000000.385,999999.6100131006,10990001.010000002,10989998.976024257,1.0195689779263533
1000087.75,999911.431231819,1000005.3759999999,999994.5488175335,1000002.643,999997.3088046726,1000299.5,999696.6610966867,1000008.5929999999,999991.3128875559,1000001.2999999999,999998.6742799917,1000001.473,999998.5038423281,1000000.6,999999.3930724865,1000000.4700000001,999999.5229411176,10990001.475,10989998.499681527,1.0244070917907502
1000103,999895.8019579845,1000010.527,999989.3297779511,1000362.25,999632.1940272342,1000006.267,999993.6317053988,1000003.1499999999,999996.7869245727,1000001.5099999999,999998.4581120309,1000001.173,999998.8126528746,1000000.296,999999.7059948903,1000000.5449999999,999999.4457403921,10990001.095,10989998.890828324,1.0293220556981708
1000126.25,999871.8536745979,1000010.739,999989.1112584588,1000432.2499999999,999559.8904065436,1000007.213,999992.6525078211,1000003.51,999996.4142767428,1000001.68,999998.2821366654,999999.828,1000000.2048798135,999998.8679999999,1000001.1840140698,1000000.67,999999.3163669858,10989999.77,10990000.262137398,1.0349093845975559
1000520.0000000001,999468.7098274692,1000150,999847.257170774,1000010.747,999989.1029674514,1000008.104,999991.7242207552,1000003.968,999995.9370908585,1000001.8999999999,999998.0529160921,999998.144,1000001.9593823181,999995.4199999999,1000004.7758172731,1000000.73,999999.2538709397,10989997.38,10990002.751389854,1.0414538204041992
1000174.625,999821.5924800271,1000009.0040000001,999990.7800471883,1000616.75,999367.5076398908,1000004.701,999995.1680762696,1000002.36,999997.5702975765,999995.878,1000004.3366742884,999990.273,1000010.1744055966,1000000.865,999999.112293349,10989994.305,10990005.975928409,1000010.773,999989.0758497259,1.0485337144935767
