household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999958.3385540659,1000060.25,999893.1751697395,1000001.7339999999,999996.9450726573,1000000.3099999999,999999.444314353,1000001.199,999997.8512733415,1000000.14,999999.7490279131,1000000.291,999999.4783083822,1000000.173,999999.6898320896,1000000.0650000001,999999.8834586001,10990000.18,10989999.677260404,1.024602702976317
1000041.75,999926.0048509988,1000119.75,999785.2538379603,1000003.447,999993.8576505972,1000002.3189999999,999995.7980666108,1000000.6610000001,999998.8007027728,1000000.2899999999,999999.4739588475,1000000.541,999999.0198360397,1000000.321,999999.4184002978,1000000.2000000001,999999.6358588669,10990000.405000001,10989999.264574822,1.048132355276059
1000056.25,999899.3692041353,1000005.173,999990.6783348442,1000180.25,999673.0862376279,1000003.5,999993.584444955,1000001.01,999998.1463883506,1000000.35,999999.3614615249,1000000.793,999998.5473299876,1000000.471,999999.1371296498,1000000.265,999999.513970826,10990000.620000001,10989998.861393092,1.071620688096308
1000073.5,999866.9623271188,1000006.904,999987.415709949,1000239.5,999560.6915891829,1000004.484,999991.6976397631,1000001.35,999997.494304474,1000000.4500000001,999999.1696583675,1000001.0210000001,999998.1100005666,1000000.635,999998.8225410521,1000000.385,999999.2837743601,10990001.010000002,10989998.113208162,1.0963190225674846
1000087.75,999839.5825269796,1000008.5929999999,999984.1615332796,1000005.3759999999,999989.94866382,1000299.5,999444.3317767236,1000002.643,999994.9583193691,1000001.2999999999,999997.5019964374,1000001.473,999997.2230174869,1000000.6,999998.8026756196,1000000.4700000001,999999.116959511,10990001.475,10989997.081609445,1.1216236902921664
1000103,999809.601523085,1000010.527,999980.3479851324,1000006.267,999988.1589391477,1000362.25,999319.738119146,1000003.1499999999,999993.9397025686,1000001.5099999999,999997.0800354698,1000001.173,999997.2100999578,1000000.296,999999.0021311736,1000000.5449999999,999998.9662642991,10990001.095,10989997.209135916,1.1481105538834318
1000126.25,999762.7732917514,1000010.739,999979.9191513605,1000432.2499999999,999177.0839178894,1000007.213,999986.2057940908,1000003.51,999993.1962747297,999999.828,999998.1170798904,999998.8679999999,999999.9648599048,1000001.68,999996.7289424945,1000000.67,999998.7082155576,10989999.77,10989998.102249485,1.1794180265469294
1000150,999713.6298177182,1000010.747,999979.9025245274,1000520.0000000001,998992.988692444,1000003.968,999992.2192551082,1000008.104,999984.3054975219,1000001.8999999999,999996.2595802447,999998.144,999999.275784701,999995.4199999999,1000002.3657912655,10989997.38,10989999.765637385,1000000.73,999998.5803122479,1.21764930674404
1000174.625,999661.0176373,1000010.773,999979.8467167459,1000616.75,998783.1325577166,1000009.0040000001,999982.3171958391,1000004.701,999990.5994871835,1000002.36,999995.2428891947,999995.878,1000000.9110635913,999990.273,1000006.0780658372,1000000.865,999998.2822828807,10989994.305,10990001.981906565,1.2608698512821739
1000206.5,999590.4402255762,1000010.857,999979.659591226,1000010.237,999979.4767377895,1000727.7499999999,998532.8251986215,1000005.53,999988.6890927107,1000002.77,999994.2978678569,999993.448,1000002.7103296472,1000000.9299999999,999998.1326822201,999983.727,1000011.0010756723,10989992.515,10990003.172022257,1.3147961926557215
1000240.53,999511.8458059012,1000011.249,999978.7482334698,1000011.902,999975.4953895924,1000819,998318.497154262,1000006.6479999999,999986.0145249822,1000003.01,999993.7235798277,999990.7220000001,1000004.8400029918,1000001.05,999997.8460351562,999976.253,1000016.8355315353,10989989.34,10990005.64805293,1.3642571920917677
1000276.2799999999,999426.1521808766,1000011.728,999977.591938697,1000911,998094.0742097215,1000013.298,999972.0273195321,1000007.112,999984.8614341015,1000003.22,999993.2016463286,999988.647,1000006.507094453,999971.335,1000020.8242016172,1000001.13,999997.6474404923,10989987.085,10990007.475696616,1.4179865069418702
1000308.28,999346.4560898172,1000011.739,999977.56436874,1001026.75,997800.0943464421,1000014.679,999968.4374695607,1000007.5,999983.8525189094,1000003.48,999992.5254959948,999986.824,1000008.0164970306,999965.632,1000025.663862438,10989984.805,10990009.409034433,1000001.215,999997.4266778333,1.4835321923937803
1000340.286,999263.0555066437,1000011.767,999977.4909346168,1001197.25,997343.9466741707,1000015.754,999965.4599719419,1000007.888,999982.7775625925,1000004.0800000001,999990.8629418275,999960.2779999999,1000030.5058305899,999985.5179999999,1000009.1067558192,1000001.335,999997.0945287048,10989982.870000001,10990011.15771681,1.5811353686332683
