household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999970.2918343644,1000001.7339999999,999997.8289942663,1000060.25,999924.4274683539,1000001.199,999998.492701738,1000000.3099999999,999999.6102691981,1000000.14,999999.8239898196,1000000.291,999999.6341452682,1000000.173,999999.7824953111,1000000.0650000001,999999.9182779114,10990000.18,10989999.773690945,1.0058246592047353
1000003.447,999995.6726046952,1000041.75,999947.6488204197,1000119.75,999849.3908486172,1000000.6610000001,999999.1666132994,1000000.2899999999,999999.6343900075,1000002.3189999999,999997.0771202832,1000000.541,999999.3181415228,1000000.321,999999.5954185664,1000000.2000000001,999999.747631981,10990000.405000001,10989999.48927777,1.0112551685888505
1000056.25,999929.3120058376,1000180.25,999772.696267736,1000005.173,999993.4886207816,1000003.5,999995.5766175615,1000001.01,999998.7231725722,1000000.35,999999.5581526696,1000000.793,999998.9979416234,1000000.471,999999.4048207862,1000000.265,999999.6650389974,10990000.620000001,10989999.216083217,1.0165458946989958
1000073.5,999907.3815982888,1000006.904,999991.2864480837,1000239.5,999697.182056263,1000004.484,999994.3197457438,1000001.35,999998.2888675719,1000000.4500000001,999999.4304139357,1000001.0210000001,999998.7066942842,1000000.635,999999.1953243216,1000000.385,999999.5117474373,10990001.010000002,10989998.717877723,1.0219745977070946
1000087.75,999889.1700233287,1000008.5929999999,999989.1266615667,1000299.5,999620.3170565546,1000005.3759999999,999993.1744730965,1000002.643,999996.6286180926,1000001.2999999999,999998.3389101339,1000001.473,999998.1262452413,1000000.6,999999.2092964146,1000000.4700000001,999999.4025902721,10990001.475,10989998.079104563,1.0273975790388115
1000103,999869.576431626,1000362.25,999539.4889492483,1000006.267,999992.0241041041,1000010.527,999986.6402764304,1000001.5099999999,999998.0677597353,1000003.1499999999,999995.9739998038,1000001.173,999998.3021058934,1000000.296,999999.4605073985,1000000.5449999999,999999.3057528194,10990001.095,10989998.3512808,1.0329158686277313
1000126.25,999839.536651952,1000003.51,999995.5062639996,1000432.2499999999,999448.7802149495,1000010.739,999986.3661298648,1000007.213,999990.7950541453,1000001.68,999997.8468804626,999999.828,999999.4205058948,999998.8679999999,1000000.6478359216,1000000.67,999999.1433641255,10989999.77,10989999.452896144,1.03921856788345
1000150,999808.6631192431,1000520.0000000001,999334.3132746669,1000010.747,999986.3557212886,1000008.104,999989.628995493,1000003.968,999994.9068480599,1000001.8999999999,999997.5589446846,999998.144,1000000.8263205932,999995.4199999999,1000003.535514271,1000000.73,999999.0648570786,10989997.38,10990001.454193216,1.0466283767708708
1000174.625,999776.4230119099,1000010.773,999986.3216501607,1000616.75,999207.1637236588,1000009.0040000001,999988.4419699277,1000004.701,999993.9400286224,1000002.36,999996.9521847838,999995.878,1000002.7391789744,999990.273,1000007.8795577855,10989994.305,10990004.048909143,1000000.865,999998.8868537443,1.0546647986185562
1000206.5,999734.3613090484,1000005.53,999992.8365702047,1000002.77,999996.4064220932,1000010.857,999986.2106751171,1000010.237,999986.8008735226,999993.448,1000004.800156784,1000727.7499999999,999060.0312961962,999983.727,1000013.4547204945,1000000.9299999999,999998.8003709639,10989992.515,10990005.52517796,1.0643041246981522
1000240.53,999689.0424546251,1000011.249,999985.6879769607,1000819,998938.0231069137,1000011.902,999984.5670575592,1000006.6479999999,999991.3364845422,1000003.01,999996.0843845808,999990.7220000001,1000007.1410227284,999976.253,1000019.8711006517,1000001.05,999998.6394394555,10989989.34,10990008.250089861,1.072696375986162
1000276.2799999999,999641.0550349682,1000011.728,999985.044158408,1000911,998814.0233687259,1000013.298,999982.6790478576,1000007.112,999990.7089102936,1000003.22,999995.8003464985,999988.647,1000008.9322810031,999971.335,1000024.1273670946,1000001.13,999998.5312746207,10989987.085,10990010.201283703,1.0815185482913552
1000308.28,999597.7527602542,1001026.75,998656.6601867812,1000011.739,999985.0292557309,1000007.5,999990.179117684,1000014.679,999980.7934862578,1000003.48,999995.4453229909,999986.824,1000010.5145394001,999965.632,1000029.1101097573,1000001.215,999998.4152556232,10989984.805,10990012.192885697,1.0918106451704956
1000340.286,999554.0300880454,1001197.25,998422.2674510749,1000015.754,999979.3063080088,1000011.767,999984.9909604988,999985.5179999999,1000011.6465392478,1000004.0800000001,999994.615200574,1000007.888,999989.642322573,999960.2779999999,1000033.8500373268,1000001.335,999998.2492876484,10989982.870000001,10990013.90560276,1.1063401953702554
1000368.2799999999,999515.2837527689,1001331.75,998235.1534576676,1000011.907,999984.7969868325,1000016.839,999977.789342054,1000008.26,999989.1221933276,1000004.6,999993.8881167852,999984.4280000001,1000012.572110642,999955.346,1000038.2628442345,1000001.4,999998.1584304168,10989981.315,10990015.296647819,1.118149371172631
1000395.03,999477.8653394309,1001487.7500000001,998015.6843532508,1000018.3879999999,999975.5974829838,1000012.017,999984.6429646551,1000005.25,999992.9682582852,1000008.709,999988.4868064347,999983.292,1000013.595895295,999950.87,1000042.316188547,1000001.5399999999,999997.9603632444,10989980.33,10990016.188499253,1.1317562811689266
1000412.53,999453.0950044502,1000012.138,999984.4715844495,1001636.25,997804.3998266353,1000019.354,999974.215494093,1000009.073,999987.9660326836,1000006.03,999991.8522730344,999982.5920000001,1000014.2368789214,999947.658,1000045.2570925716,1000001.605,999997.8673819363,10989980.015,10990016.46143375,1.1443683311190702
1000433.03,999423.7522350216,1000012.6510000001,999983.7367332766,1001786.25,997588.5398556512,1000020.851,999972.0491816902,1000011.971,999983.7717265326,1000006.23,999991.5627782143,999982.652,1000014.1474241952,1000001.735,999997.6792115263,999947.2670000001,1000045.6193091822,10989980.56,10990015.672548562,1.1580198725981166
1000456.53,999389.710934568,1000013.404,999982.644992645,1001930.4500000001,997378.5383665464,1000021.874,999970.5513823902,1000013.638,999981.3308141092,1000006.56,999991.0795395877,999982.968,1000013.6846764802,999947.308,1000045.5439798941,1000001.81,999997.5693802908,10989981.245,10990014.66939941,1.1715906554212001
1000014.8920000001,999980.4628235783,1000476.28,999360.7697462358,1002049,997204.0386569429,1000022.946,999968.9664877974,1000014.991,999979.3303136103,1000006.7699999999,999990.7690231081,999984.123,1000011.9767618809,999947.4859999999,1000045.2807561514,1000001.9099999999,999997.4215003569,10989981.985000001,10990013.575058931,1.1831030958053719
1000493.78,999334.8754157436,1002116.25,997104.2447203847,1000017.081,999977.2215019483,1000024.075,999967.2869165145,1000015.645,999978.3573219766,1000006.93,999990.5309754199,999984.8380000001,1000010.9129565331,999947.6440000001,1000045.045670137,1000002.015,999997.2652708922,10989982.7,10990012.511183089,1.190382011991398
1000513.5299999999,999305.4699477636,1000020.622,999971.9449409237,1002181.25,997007.1787241233,1000025.235,999965.5504393368,1000016.1699999999,999977.5713699454,1000007.07,999990.321383242,999985.223,1000010.3365682077,999947.803,1000044.8076246907,1000002.1050000001,999997.1305270209,10989983.360000001,10990011.52303793,1.1977808967000731
1000533.78,999275.1321352645,1000023.247,999968.0090008473,1000026.4630000001,999963.7006857444,1002247,996908.3824190807,1000016.513,999977.0546753234,1000007.21,999990.1104838923,999985.5229999999,1000009.8846344955,999947.982,1000044.5379664269,1000002.215,999996.9648135789,10989983.805,10990010.852639774,1.2052299776163964
