household0,,household1,,household2,,household3,,household4,,household5,,household6,,household7,,household8,,household9,,poolPrice
ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,ETK balance,USDC balance,
1000023.75,999976.247625,1000001.7339999999,999998.2658265999,1000060.25,999939.743975,1000001.199,999998.8008801,1000000.14,999999.859986,1000000.291,999999.7089709,1000000.3099999999,999999.6899689999,1000000.173,999999.8269827,1000000.0650000001,999999.9349935,10990000.18,10989999.819982,1.0177758721327919
1000041.75,999958.2458250001,1000003.447,999996.5526552999,1000119.75,999880.238025,1000002.3189999999,999997.6807681,1000000.6610000001,999999.3389339,1000000.2899999999,999999.709971,1000000.541,999999.4589459001,1000000.321,999999.6789679,1000000.2000000001,999999.79998,10990000.405000001,10989999.594959501,1.0345243192996034
1000056.25,999943.744375,1000180.25,999819.731975,1000005.173,999994.8264827001,1000003.5,999996.49965,1000001.01,999998.989899,1000000.35,999999.649965,1000000.471,999999.5289529001,1000000.793,999999.2069207,1000000.265,999999.7349735,10990000.620000001,10989999.379937999,1.051007347745197
1000073.5,999926.49265,1000006.904,999993.0953096,1000239.5,999760.47605,1000004.484,999995.5155516,1000000.4500000001,999999.5499549999,1000001.35,999998.649865,1000001.0210000001,999998.9788979,1000000.635,999999.3649365,1000000.385,999999.6149615,10990001.010000002,10989998.989898998,1.068092978815214
1000087.75,999912.241225,1000008.5929999999,999991.4061407,1000005.3759999999,999994.6234624,1000299.5,999700.47005,1000002.643,999997.3567357,1000001.2999999999,999998.69987,1000001.473,999998.5268526999,1000000.6,999999.3999266006,1000000.4700000001,999999.529953,10990001.475,10989998.5248345,1.0853316973312428
1000103,999896.9897,1000006.267,999993.7323733,1000362.25,999637.713775,1000010.527,999989.4719473,1000003.1499999999,999996.849685,1000001.5099999999,999998.489849,1000001.173,999998.8267917045,1000000.296,999999.7038962038,1000000.5449999999,999999.4549455,10990001.095,10989998.904778505,1.1030132486865023
1000126.25,999873.7373749999,1000432.2499999999,999567.706775,1000010.739,999989.2599260999,1000007.213,999992.7862787,1000001.68,999998.3198320001,1000003.51,999996.489649,999999.828,1000000.171657218,999998.8679999999,1000001.131753418,1000000.67,999999.3299329999,10989999.77,10990000.229646018,1.1233238981462763
1000150,999849.9850000001,1000010.747,999989.2519253,1000520.0000000001,999479.9480000001,1000008.104,999991.8951896,1000003.968,999996.0316032,1000001.8999999999,999998.09981,999998.144,1000001.8554868349,999995.4199999999,1000004.5794086525,10989997.38,10990002.619407043,1000000.73,999999.269927,1.147403389725361
1000174.625,999825.3575375001,1000616.75,999383.188325,1000010.773,999989.2259227,1000009.0040000001,999990.9950996,1000004.701,999995.2985299,1000002.36,999997.639764,999995.878,1000004.1212602576,999990.273,1000009.725894004,1000000.865,999999.1349135,10989994.305,10990005.694099573,1.1738121366857923
1000206.5,999793.47935,1000727.7499999999,999272.177225,1000010.857,999989.1419143,1000010.237,999989.7619763,1000005.53,999994.469447,1000002.77,999997.229723,999993.448,1000006.551013482,999983.727,1000016.2712394694,1000000.9299999999,999999.069907,10989992.515,10990007.483900592,1.2061198675823057
1000240.53,999759.4459470001,1000011.249,999988.7498751,1000006.6479999999,999993.3513352,1000819,999180.9181,1000011.902,999988.0968098,1000003.01,999996.989699,999990.7220000001,1000009.2767409093,999976.253,1000023.7444921441,1000001.05,999998.949895,10989989.34,10990010.658583125,1.2345757640554462
1000276.2799999999,999723.692372,1000011.728,999988.2708271999,1000013.298,999986.7006701999,1000007.112,999992.8872888,1000911,999088.9089,1000003.22,999996.779678,999988.647,1000011.3515314301,999971.335,1000028.6620003933,10989987.085,10990012.913357647,1000001.13,999998.869887,1.2652344233378618
1000011.739,999988.2598261,1000308.28,999691.689172,1000014.679,999985.3195321,1001026.75,998973.147325,1000007.5,999992.49925,1000003.48,999996.519652,999986.824,1000013.1743447486,999965.632,1000034.3644301502,1000001.215,999998.7848784999,10989984.805,10990015.19312967,1.3017520418385946
1000340.286,999659.6799714,1000015.754,999984.2444246,1000011.767,999988.2318233,1001197.25,998802.630275,1000007.888,999992.1112112,1000004.0800000001,999995.9195920001,999985.5179999999,1000014.4802043623,999960.2779999999,1000039.7178948038,1000001.335,999998.6648665001,10989982.870000001,10990017.127936188,1.3549072210329522
1000368.2799999999,999631.683172,1000016.839,999983.1593161001,1001331.75,998668.116825,1000011.907,999988.0918093,1000008.26,999991.739174,999984.4280000001,1000015.5700755741,1000004.6,999995.39954,999955.346,1000044.6494016531,1000001.4,999998.59986,10989981.315,10990018.682780705,1.3992901819747035
1000395.03,999604.930497,1001487.7500000001,998512.101225,1000018.3879999999,999981.6101611999,1000012.017,999987.9817982999,1000008.709,999991.2901291,1000005.25,999994.749475,999983.292,1000016.7059599855,1000001.5399999999,999998.459846,999950.87,1000049.1249540979,10989980.33,10990019.667682216,1.4519595215125782
1000412.53,999587.428747,1000012.138,999987.8607862,1001636.25,998363.586375,1000019.354,999980.6440646001,1000009.073,999990.9260927,1000006.03,999993.969397,999982.5920000001,1000017.4058899926,999947.658,1000052.3366329301,1000001.605,999998.3948395,10989980.015,10990019.982644716,1.5022935809191884
1000433.03,999566.926697,1001786.25,998213.571375,1000012.6510000001,999987.3477349,1000020.851,999979.1469149,1000011.971,999988.0278029,1000006.23,999993.769377,999982.652,1000017.3458829926,999947.2670000001,1000052.7275938339,1000001.735,999998.2648265001,10989980.56,10990019.437590217,1.558621114636737
1000013.404,999986.5946596,1000456.53,999543.4243470001,1000021.874,999978.1238126,1000013.638,999986.3606361999,1001930.4500000001,998069.356955,1000006.56,999993.439344,999982.968,1000017.0298513926,999947.308,1000052.6865839342,1000001.81,999998.1898190001,10989981.245,10990018.752521718,1.6163915722332087
1000014.8920000001,999985.1065108,1000476.28,999523.6723720001,1000022.946,999977.0517054,1000014.991,999985.0075009,1002049,997950.7951,999984.123,1000015.8747358926,1000006.7699999999,999993.2293230001,999947.4859999999,1000052.5085661343,1000001.9099999999,999998.089809,10989981.985000001,10990018.012447717,1.6668387104508806
1000493.78,999506.170622,1002116.25,997883.538375,1000017.081,999982.9172918999,1000024.075,999975.9225925,1000015.645,999984.3534355001,1000006.93,999993.069307,999984.8380000001,1000015.1596643926,999947.6440000001,1000052.3505503343,1000002.015,999997.9847985,10989982.7,10990017.297376217,1.6994418423671374
1000513.5299999999,999486.418647,1000020.622,999979.3759378,1002181.25,997818.531875,1000016.1699999999,999983.828383,999985.223,1000014.7746258925,1000007.07,999992.9292929999,1000025.235,999974.7624765,999947.803,1000052.1915344343,1000002.1050000001,999997.8947894999,10989983.360000001,10990016.637310218,1.7331638332804247
1000016.513,999983.4853487,1000533.78,999466.166622,1000023.247,999976.7506753,1000007.21,999992.789279,999985.5229999999,1000014.4745958926,1002247,997752.7753,1000026.4630000001,999973.5343537,999947.982,1000052.0125165342,10989983.805,10990016.192265717,1000002.215,999997.7847785,1.7677236536200185
1000554.78,999445.164522,1000025.0889999999,999974.9084911,1002312.25,997687.5187749999,1000016.83,999983.168317,1000027.565,999972.4322435,1000007.31,999992.689269,999985.822,1000014.1755659926,999948.13,1000051.8645017341,1000002.3,999997.6997700001,10989984.025,10990015.972243717,1.8027730354585318
1000576.78,999423.162322,1002370.25,997629.512975,1000028.7230000001,999971.2741277,1000026.758,999973.2393242,1000017.1290000001,999982.8692871,1000007.37,999992.629263,999986.093,1000013.9045388926,999948.314,1000051.6804833342,1000002.395,999997.6047604999,10989984.28,10990015.717218218,1.8361563565570482
1000028.4550000001,999971.5421545,1000595.03,999404.910497,1000017.462,999982.5362538,1002429,997570.7570999999,1000029.815,999970.1820185,1000007.46,999992.5392540001,999986.343,1000013.6545138926,999948.4650000001,1000051.5294682343,1000002.495,999997.5047505,10989984.540000001,10990015.457192218,1.8691017485251977
1000030.154,999969.8429846,1002486,997513.7514,1000031.014,999968.9828985999,1000610.53,999389.408947,1000017.777,999982.2212223,1000007.61,999992.389239,999986.582,1000013.4154899926,999948.642,1000051.3524505342,1000002.58,999997.4197419999,10989984.75,10990015.247171218,1.9009692783356575
1000626.53,999373.407347,1000031.814,999968.1828186,1002544.25,997455.495575,1000031.9709999999,999968.0258029001,1000007.7899999999,999992.209221,1000018.11,999981.888189,999986.8779999999,1000013.1194603925,999948.795,1000051.1994352343,1000002.685,999997.3147314999,10989984.975000001,10990015.022148717,1.934234823242548
1000643.2799999999,999356.6556719999,1000033.198,999966.7986802,1002602,997397.7398,1000032.92,999967.076708,1000018.5580000001,999981.4401442,1000008.0099999999,999991.9891990001,999948.881,1000051.1134246343,999987.203,1000012.7944278925,1000002.77,999997.229723,10989985.795,10990014.202066718,1.9685620094970677
1000658.03,999341.904197,1002661.5,997338.23385,1000033.83,999966.166617,1000033.9890000001,999966.0076011,1000019.3720000001,999980.6260628001,1000008.7,999991.29913,999987.608,1000012.3893873926,999948.779,1000051.2154130354,1000002.875,999997.1247125,10989986.344999999,10990013.652011717,2.0035196149577303
1000680.2799999999,999319.651972,1002742.5,997257.22575,1000034.095,999965.9015904999,1000034.75,999965.246525,1000020.672,999979.3259328,1000009.15,999990.849085,999988.328,1000011.6693153925,1000002.97,999997.029703,999948.627,1000051.367395837,10989986.435,10990013.561998717,2.0524686516029806
1000700.28,999299.6499719999,1002854.75,997144.964525,1000034.15,999965.8465849999,1000021.35,999978.647865,1000035.611,999964.3854389001,999989.03,1000010.967215394,1000009.3,999990.69907,999947.562,1000052.4322893476,1000003.06,999996.9396940001,10989986.014999999,10990013.981956722,2.115861333799689
1000034.15,999965.8465849999,1000717.0299999999,999282.898297,1000009.56,999990.4390439999,1000036.5950000001,999963.4013405,1000021.73,999978.267827,1002964.5,997035.20355,999945.791,1000054.2031122654,999988.463,1000011.5341529,10989985.3,10990014.69687523,1000003.1649999999,999996.8346835,2.1778349281417904
1000736.78,999263.146322,1000034.15,999965.8465849999,1000038.686,999961.3101313999,1003077.5,996922.19225,1000022.051,999977.9467949,1000010.6499999999,999989.348935,999987.939,1000012.0580825062,1000003.23,999996.7696770001,999943.983,1000056.0109314836,10989984.76,10990015.236813236,2.2466760760159445
1000761.2799999999,999238.6438719999,1000034.15,999965.8465849999,1000040.318,999959.6779682,1003227,996772.6773,1000010.78,999989.2189219999,1000022.3620000001,999977.6357638,999987.224,1000012.7730110133,999941.7170000001,1000058.276704906,1000003.37,999996.629663,10989984.025,10990015.971733743,2.34020998059335
1000780.03,999219.891997,1003372,996627.6628,1000034.15,999965.8465849999,1000041.849,999958.1468151,1000022.721,999977.2767278999,1000010.95,999989.048905,999985.998,1000013.9988884255,999938.413,1000061.5803745391,1000003.43,999996.569657,10989982.54,10990017.456585258,2.431832128205148
1000796.53,999203.390347,1000034.15,999965.8465849999,1000042.803,999957.1927197,1003525.5,996474.14745,1000023.071,999976.9266929,1000011.2799999999,999988.718872,999986.052,1000013.9448560269,999937.174,1000062.8192506515,1000003.565,999996.4346435,10989982.37,10990017.626558261,2.535208015717402
1000808.78,999191.1391220001,1003664,996335.6336000001,1000043.701,999956.2946299,1000034.15,999965.8465849999,1000023.471,999976.5266529,1000011.4,999988.5988599999,999984.668,1000015.3287176407,999933.0869999999,1000066.9058419925,1000003.63,999996.369637,10989980.584999999,10990019.411379777,2.6281852851883434
1000816.78,999183.138322,1003811,996188.6189,1000034.15,999965.8465849999,1000045.413,999954.5824586999,1000024.867,999975.1305133001,1000011.99,999988.008801,999983.867,1000016.1296175497,999929.703,1000070.2895036262,1000003.7350000001,999996.2646265001,10989980.01,10990019.98623629,2.732489581670161
